BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,comments,page number on schematic,part added to library?,Link to part,Link to datasheet,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement
1,true,true,false,false,false,0,10052331,"HEADER CONNECTOR, RIGHT ANGLE, 26 PINS",B        ECO-R252636,1,Each,Production,,J7,,,,,,Part,CBRM,,1,,,true,false,FCI/BERG,75867-105LF,,,,,,https://www.arrow.com/en/products/75867-105lf/amphenol-fci?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,J7,,,,,,,,,,,,true,false,FCI/BERG,88874-026LF,,,,,,https://www.verical.com/pd/fci-electronics-headers---pcb-receptacles-88874-026LF-6128369?utm_campaign=verical_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023185,"RESISTANCE, 0 OHM,0603",C        ECO-R252636,4,Each,Production,,"JP1,JP6,R45,R69",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-070RL,,RES 0.0 OHM 1/10W 0603 SMD,,,,https://canada.newark.com/yageo/rc0603jr-070rl/res-thick-film-0r-0-1w-0603-reel/dp/66R2644?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,RoHS3 Compliant with exemptions,RoHS3 Compliant with exemptions
,,,,,,,,,,,,,,"JP1,JP6,R45,R69",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-070RL,232270296001,"JUMPER, METAL GLAZE/THICK FILM, 0.1 W, 0 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-070rl/res-thick-film-0r-0-1w-0603-reel/dp/66R2644?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"JP1,JP6,R45,R69",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-070RL,232270296001L,"JUMPER, METAL GLAZE/THICK FILM, 0.1 W, 0 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-070rl/res-thick-film-0r-0-1w-0603-reel/dp/66R2644?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,RoHS3 Compliant with exemptions,RoHS3 Compliant with exemptions
,,,,,,,,,,,,,,"JP1,JP6,R45,R69",,,,,,,,,,,,true,false,PANASONIC_RMS1,ERJ-3GEY0R00V ,,THICK FILM CHIP RESISTOR,,,,https://www.digikey.com/product-detail/en/panasonic-electronic-components/ERJ-3GEY0R00V/P0-0GTR-ND/135656,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C301.pdf,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"JP1,JP6,R45,R69",,,,,,,,,,,,true,false,KAMAYA                          (049580),RMC1/16JPTP,,JUMPER,,,,https://www.mouser.ca/ProductDetail/Kamaya/RMC1-16JPTP?utm_term=RMC1-16JPTP&qs=JZJGM%252bYuqVrFjgnYHUy1MA==&utm_campaign=RMC1-16JPTP&utm_medium=aggregator&utm_source=findchips&utm_content=Kamaya,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022907,SMD FERRITE 200MA,B        ECO-R252636,36,Each,Production,,"L1,L3,L4,L6,L9,L10,L12,L14,L15,L16,L17,L18,L21,L23,L24,L25,L26,L29,L31,L32,L33,L34,L35,L37,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53",,,,,,Part,CBRM,,1,,,true,false,WURTH ELEKTRONIK GMBH,74279266,,MULTILAYER-SMD-FERRITE,,,,https://canada.newark.com/wurth-elektronik/74279266/ferrite-bead-1k-0-2a-0603/dp/24AC5680?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022908,"INDUCTOR,33UH +/-10%",B        ECO-R252636,1,Each,Production,,L2,,,,,,Part,CBRM,,1,,,true,false,WURTH ELEKTRONIK GMBH,74456133,,POWER CHOKE,,6,Y,https://www.digikey.com/product-detail/en/w%C3%BCrth-elektronik/74456133/732-1353-1-ND/1639414,https://katalog.we-online.de/pbs/datasheet/74456133.pdf,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023186,"FERRITE, 2.5, 3A",B        ECO-R252636,1,Each,Production,,L30,,,,,,Part,CBRM,,1,,,true,false,WURTH ELEKTRONIK GMBH,7427512,,5 HOLE SMD FERRITE BEAD,,,,https://www.mouser.ca/ProductDetail/Wurth-Elektronik/7427512?utm_term=7427512&qs=E%2F%2FhvbtCqpOJq%2F6DvTf9ew==&utm_campaign=7427512&utm_medium=aggregator&utm_source=findchips&utm_content=Wurth-Elektronik,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,L30,,,,,,,,,,,,true,false,WURTH ELEKTRONIK GMBH,7427504,,6 HOLE FERRITE BEAD,,,,https://www.mouser.ca/ProductDetail/Wurth-Elektronik/7427504?utm_term=7427504&qs=Cb2nCFKsA8pdoC2vK759Dg==&utm_campaign=7427504&utm_medium=aggregator&utm_source=findchips&utm_content=Wurth-Elektronik,,Obsolete,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022544,"RESISTOR, 470 OHM, 0.063W, +/-5%",C        ECO-R252636,1,Each,Production,,L5,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-07470RL,232270260471,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07470rl/res-thick-film-470r-5-0-1w-0603/dp/66R2764?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,L5,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW0603470RJNEA,,Res Thick Film 0603 470 Ohm 5% 1/10W ±200ppm,,,,https://www.avnet.com/shop/us/products/vishay/crcw0603470rjnea-3074457345623768503?CMP=EMA_FindChips_inventoryfeed_VSE,http://www.vishay.com/docs/20035/dcrcwe3.pdf,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,L5,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07470RL,232270260471L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07470rl/res-thick-film-470r-5-0-1w-0603/dp/66R2764?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,L5,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-4700ELF ,,RES 470 OHM 1/10W 1% 0603 SMD 100ppm,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-4700ELF/CR0603-FX-4700ELFTR-ND/3740915,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,L5,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07470RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 470 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07470rl/res-thick-film-470r-5-0-1w-0603/dp/66R2764?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022911,"SMD FERRITE, 1A,1206",B        ECO-R252636,7,Each,Production,,"L7,L8,L11,L19,L20,L22,L61",,,,,,Part,CBRM,,1,,,true,false,WURTH ELEKTRONIK GMBH,74279218,,MULTILAYER-SMD-FERRITE,,,,https://canada.newark.com/wurth-elektronik/74279218/ferrite-bead-600r-2a-1206/dp/24AC5635?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes,Legacy Inventory Status: Cleared
1,true,true,true,false,false,0,10022924,TEST POINT,B        ECO-R252633,2,Each,Production,,"PT1,PT2",,,,,,Part,CBRM,,1,,,true,false,NICOMATIC_RMS1,C12000B,,TEST POINT,find alternate? ,,,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"PT1,PT2",,,,,,,,,,,,true,false,KEYSTONE ELECTRONICS CORP,5015,,PC TEST POINT MINIATURE SMT,,,,https://canada.newark.com/keystone/5015/test-point-pcb-smt-full-reel/dp/21J7580?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10020993,"QUARTZ, 8 MHZ, 100PPM,SMD",C        ECO-R252636,1,Each,Production,,Q1,,,,,,Part,CBRM,,1,,,true,false,IQD,LFXTAL003151REEL,,,,,,https://www.digikey.ca/product-detail/en/iqd-frequency-products/LFXTAL003151REEL/1923-1454-1-ND/8634248?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023291,"CRYSTAL, QUARTZ, 3.6864MHZ",D        ECO-R252636,1,Each,Production,,Q2,,,,,,Part,CBRM,,1,,,true,false,IQD,LFXTAL003260REEL,,,,,,https://www.mouser.ca/ProductDetail/IQD/LFXTAL003260Reel?utm_term=LFXTAL003260REEL&qs=e4%2FAndAAwgIfCqPxq399Rw==&utm_campaign=LFXTAL003260Reel&utm_medium=aggregator&utm_source=findchips&utm_content=IQD-Frequency-Products,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023250,CRYSTAL QUARTZ 32.768KHZ,C        ECO-R252636,1,Each,Production,,Q5,,,,,,Part,CBRM,,1,,,true,false,IQD,LFXTAL003000REEL,,CRYSTAL QUARTZ 32.768KHZ,,,,https://www.mouser.ca/ProductDetail/IQD/LFXTAL003000Reel?utm_term=LFXTAL003000REEL&qs=GJ%2F2ZGcr5uOHwN9t8Hha8Q==&utm_campaign=LFXTAL003000Reel&utm_medium=aggregator&utm_source=findchips&utm_content=IQD-Frequency-Products,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023189,"RESISTOR, 100 OHM, 0.063W +/-5%",C        ECO-R252636,1,Each,Production,,R1,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-07100RL,,RES 100 OHM 1/10W 5% 0603 SMD,,,,https://canada.newark.com/yageo/rc0603jr-07100rl/res-100r-5-thick-film/dp/23AC9119?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.
,,,,,,,,,,,,,,R1,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07100RL,232270260101,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 100 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07100rl/res-100r-5-thick-film/dp/23AC9119?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R1,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-1000ELF,,RES SMD 100 OHM 1% 1/10W 0603,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-1000ELF/CR0603-FX-1000ELFTR-ND/3593194,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R1,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603JR-07100RL,232270260101L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 100 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-07100rl/res-100r-5-thick-film/dp/23AC9119?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022731,"RESISTOR,3.3K OHM,0.063W,+/-1%,0603",C        ECO-R252636,1,Each,Production,,R11,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-073K3L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 3300 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-073k3l/res-thick-film-3k3-1-0-1w-0603/dp/66R2255?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R11,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-073K3L,232270463302,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 3300 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-073k3l/res-thick-film-3k3-1-0-1w-0603/dp/66R2255?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R11,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-3301ELF,,CHIP RESISTOR,,,,https://canada.newark.com/bourns/cr0603-fx-3301elf/res-3k3-1-0-1w-0603-thick-film/dp/12AC0502?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R11,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-073K3L,232270463302L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 3300 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-073k3l/res-thick-film-3k3-1-0-1w-0603/dp/66R2255?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023190,"RESISTOR, 620 OHM, 0.125W,+/-5%,0805",B        ECO-R252636,3,Each,Production,,"R13,R25,R27",,,,,,Part,CBRM,,1,,,true,false,MULTICOMP                       (920630),MCWR08X621,MC01W08055620R,THICK FILM CHIP RESISTOR,,,,https://canada.newark.com/multicomp-pro/mcwr08x621-jtl/res-620r-5-0-125w-0805-thick-film/dp/22AC4723?CMP=AFC-SF-FC,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,,,,,,,,,,,,,,,YAGEO_RMS1,RC0805FR-07620RL,,,,,,https://www.arrow.com/en/products/rc0805fr-07620rl/yageo,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,,,,,,
1,true,true,false,false,false,0,10023235,"RESISTOR, 56K OHM, 0603, +/-1%",C        ECO-R252636,1,Each,Production,,R14,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-0756KL,232270465603,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 56000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0756kl/res-56k-1-0-1w-0603-thick-film/dp/12AC2146?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R14,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0603-FX-5602ELF,,RES SMD 56K OHM 1% 1/10W 0603 ,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-5602ELF/CR0603-FX-5602ELFTR-ND/3784093,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R14,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0756KL,232270465603L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 56000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0756kl/res-56k-1-0-1w-0603-thick-film/dp/12AC2146?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R14,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0756KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 56000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0756kl/res-56k-1-0-1w-0603-thick-film/dp/12AC2146?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10097268,"RESISTOR, 10.5K OHM, 0603, +/-0.1%",A        ECO-R252636,1,Each,Production,,R15,,,,,,Part,CBRM,,1,,,true,false,SUSUMU CO.,RG1608P-1052-B-T5,,,,,,https://www.digikey.ca/product-detail/en/susumu/RG1608P-1052-B-T5/RG16P10.5KBCT-ND/1240838?utm_campaign=buynow&utm_medium=aggregator&WT.z_cid=ref_findchips_standard&utm_source=findchips,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R15,,,,,,,,,,,,true,false,VISHAY_RMS1,TNPW060310K5BEEA,,RES 10.5K OHM 0.1% 1/10W 0603,,,,https://www.digikey.com/product-detail/en/vishay-dale/TNPW060310K5BEEA/541-1988-2-ND/1606883,http://www.vishay.com/docs/28758/tnpw_e3.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023237,"RESISTOR, 150 OHM, 0805, +/-5%",C        ECO-R252636,1,Each,Production,,R16,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0805JR-07150RL,232273061151,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 100 PPM, 150 OHM, SURFACE MOUNT, 0805",,,,https://canada.newark.com/yageo/rc0805jr-07150rl/res-thick-film-150r-5-0-125w-0805/dp/66R3605?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R16,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805JR-07150RL,232273061151L,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 100 PPM, 150 OHM, SURFACE MOUNT, 0805",,,,https://canada.newark.com/yageo/rc0805jr-07150rl/res-thick-film-150r-5-0-125w-0805/dp/66R3605?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R16,,,,,,,,,,,,true,false,BOURNS_RMS1,CR0805-FX-1500ELF,,RES SMD 150 OHM 1% 1/10W 0805,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0805-FX-1500ELF/CR0805-FX-1500ELFTR-ND/3784656,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R16,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0805JR-07150RL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.125 W, 5 %, 100 PPM, 150 OHM, SURFACE MOUNT, 0805",,,,https://canada.newark.com/yageo/rc0805jr-07150rl/res-thick-film-150r-5-0-125w-0805/dp/66R3605?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023238,"RESISTOR, 15K OHM, 0603, +/-1%",D        ECO-R252636,2,Each,Production,,"R17,R40",,,,,,Part,CBRM,,1,,,true,false,PANASONIC_RMS1,ERJ3EKF1502V,,,,,,https://www.arrow.com/en/products/erj3ekf1502v/panasonic,,Active,Preferred,,ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R17,R40",,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW060315K0FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,,,,https://canada.newark.com/vishay/crcw060315k0fkea/res-thick-film-15k-1-0-1w-0603/dp/42K3721?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)1,Yes,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R17,R40",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0715KL,232270461503L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0715kl/res-thick-film-15k-1-0-1w-0603/dp/66R2060?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R17,R40",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0715KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0715kl/res-thick-film-15k-1-0-1w-0603/dp/66R2060?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,"R17,R40",,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0715KL,232270461503,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-0715kl/res-thick-film-15k-1-0-1w-0603/dp/66R2060?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10022700,"RESISTOR,1.5K OHM,0.063W,+/-1%,0603",C        ECO-R252636,1,Each,Production,,R18,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603FR-071K5L,232270461502,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-071k5l/res-thick-film-1k5-1-0-1w-0603/dp/66R1926?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R18,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071K5L,232270461502L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-071k5l/res-thick-film-1k5-1-0-1w-0603/dp/66R1926?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R18,,,,,,,,,,,,true,false,KOA SPEER,RK73H1JTTD1501F,,THICK FILM CHIP RESISTOR,,,,https://www.arrow.com/en/products/rk73h1jttd1501f/koa-speer-electronics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,,Active,Preferred,,ROHS EXEMPT : 5(A),Yes - by exemption,Legacy Inventory Status: Cleared
,,,,,,,,,,,,,,R18,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-071K5L,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603fr-071k5l/res-thick-film-1k5-1-0-1w-0603/dp/66R1926?CMP=AFC-SF-FC,,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023239,"RESISTOR, 75K OHM, 0603, +/-1%",B        ECO-R252636,2,Each,Production,,"R19,R36",,,,,,Part,CBRM,,1,,,true,false,BOURNS_RMS1,CR0603-FX-7502ELF ,,RES SMD 75K OHM 1% 1/10W 0603,,,,https://www.digikey.com/product-detail/en/bourns-inc/CR0603-FX-7502ELF/CR0603-FX-7502ELFCT-ND/4247844,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared
1,true,true,false,false,false,0,10023187,"RESISTOR 1.5K OHM, 0603, +/-5%",C        ECO-R252636,2,Each,Production,,"R2,R10",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC0603JR-071K5L,232270260152L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 5 %, 100 PPM, 1500 OHM, SURFACE MOUNT, 0603",,,,https://canada.newark.com/yageo/rc0603jr-071k5l/res-thick-film-1k5-5-0-1w-0603/dp/66R2649?CMP=AFC-SF-FC,,Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared
